Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total,Variation,Category,Type 1,Type 2,Height (m),Weight (kg),Generation
604,Eelektross,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),85,145,80,80,135,90,615,Mega Eelektross,EleFish Pokémon,Electric,,2.1,80.5,5.0
605,Elgyem,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),55,55,55,30,85,55,335,,Cerebral Pokémon,Psychic,,0.5,9.0,5.0
606,Beheeyem,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon),75,75,75,40,125,95,485,,Cerebral Pokémon,Psychic,,1.0,34.5,5.0
607,Litwick,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),50,30,55,20,65,55,275,,Candle Pokémon,Ghost,Fire,0.3,3.1,5.0
608,Lampent,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),60,40,60,55,95,60,370,,Lamp Pokémon,Ghost,Fire,0.6,13.0,5.0
609,Chandelure,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),60,55,90,80,145,90,520,,Luring Pokémon,Ghost,Fire,1.0,34.3,5.0
609,Chandelure,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),60,75,110,90,175,110,620,Mega Chandelure,Luring Pokémon,Ghost,Fire,1.0,34.3,5.0
610,Axew,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),46,87,60,57,30,40,320,,Tusk Pokémon,Dragon,,0.6,18.0,5.0
611,Fraxure,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),66,117,70,67,40,50,410,,Axe Jaw Pokémon,Dragon,,1.0,36.0,5.0
612,Haxorus,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon),76,147,90,97,60,70,540,,Axe Jaw Pokémon,Dragon,,1.8,105.5,5.0
613,Cubchoo,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),55,70,40,40,60,40,305,,Chill Pokémon,Ice,,0.5,8.5,5.0
614,Beartic,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),95,130,80,50,70,80,505,,Freezing Pokémon,Ice,,2.6,260.0,5.0
615,Cryogonal,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),80,50,50,105,95,135,515,,Crystallizing Pokémon,Ice,,1.1,148.0,5.0
616,Shelmet,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon),50,40,85,25,40,65,305,,Snail Pokémon,Bug,,0.4,7.7,5.0
617,Accelgor,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon),80,70,40,145,100,60,495,,Shell Out Pokémon,Bug,,0.8,25.3,5.0
618,Stunfisk,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),109,66,84,32,81,99,471,,Trap Pokémon,Ground,Electric,0.7,11.0,5.0
618,Stunfisk,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),109,81,99,32,66,84,471,Galarian Stunfisk,Trap Pokémon,Ground,Electric,0.7,11.0,5.0
619,Mienfoo,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),45,85,50,65,55,50,350,,Martial Arts Pokémon,Fighting,,0.9,20.0,5.0
620,Mienshao,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon),65,125,60,105,95,60,510,,Martial Arts Pokémon,Fighting,,1.4,35.5,5.0
621,Druddigon,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon),77,120,90,48,60,90,485,,Cave Pokémon,Dragon,,1.6,139.0,5.0
622,Golett,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon),59,74,50,35,35,50,303,,Automaton Pokémon,Ground,Ghost,1.0,92.0,5.0
623,Golurk,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon),89,124,80,55,55,80,483,,Automaton Pokémon,Ground,Ghost,2.8,330.0,5.0
624,Pawniard,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon),45,85,70,60,40,40,340,,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,5.0
625,Bisharp,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon),65,125,100,70,60,70,490,,Sword Blade Pokémon,Dark,Steel,1.6,70.0,5.0
626,Bouffalant,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon),95,110,95,55,40,95,490,,Bash Buffalo Pokémon,Normal,,1.6,94.6,5.0
627,Rufflet,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon),70,83,50,60,37,50,350,,Eaglet Pokémon,Normal,Flying,0.5,10.5,5.0
628,Braviary,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),100,123,75,80,57,75,510,,Valiant Pokémon,Normal,Flying,1.5,41.0,5.0
628,Braviary,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),110,83,70,65,112,70,510,Hisuian Braviary,Valiant Pokémon,Normal,Flying,1.5,41.0,5.0
629,Vullaby,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon),70,55,75,60,45,65,370,,Diapered Pokémon,Dark,Flying,0.5,9.0,5.0
630,Mandibuzz,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon),110,65,105,80,55,95,510,,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,5.0
631,Heatmor,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon),85,97,66,65,105,66,484,,Anteater Pokémon,Fire,,1.4,58.0,5.0
632,Durant,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon),58,109,112,109,48,48,484,,Iron Ant Pokémon,Bug,Steel,0.3,33.0,5.0
633,Deino,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon),52,65,50,38,45,50,300,,Irate Pokémon,Dark,Dragon,0.8,17.3,5.0
634,Zweilous,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon),72,85,70,58,65,70,420,,Hostile Pokémon,Dark,Dragon,1.4,50.0,5.0
635,Hydreigon,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon),92,105,90,98,125,90,600,,Brutal Pokémon,Dark,Dragon,1.8,160.0,5.0
636,Larvesta,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon),55,85,55,60,50,55,360,,Torch Pokémon,Bug,Fire,1.1,28.8,5.0
637,Volcarona,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon),85,60,65,100,135,105,550,,Sun Pokémon,Bug,Fire,1.6,46.0,5.0
638,Cobalion,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon),91,90,129,108,90,72,580,,Iron Will Pokémon,Steel,Fighting,2.1,250.0,5.0
639,Terrakion,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon),91,129,90,108,72,90,580,,Cavern Pokémon,Rock,Fighting,1.9,260.0,5.0
640,Virizion,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon),91,90,72,108,90,129,580,,Grassland Pokémon,Grass,Fighting,2.0,200.0,5.0
641,Tornadus,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),79,115,70,111,125,80,580,Incarnate Forme,Cyclone Pokémon,Flying,,1.5,63.0,5.0
641,Tornadus,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),79,100,80,121,110,90,580,Therian Forme,Cyclone Pokémon,Flying,,1.5,63.0,5.0
642,Thundurus,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),79,115,70,111,125,80,580,Incarnate Forme,Bolt Strike Pokémon,Electric,Flying,1.5,61.0,5.0
642,Thundurus,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),79,105,70,101,145,80,580,Therian Forme,Bolt Strike Pokémon,Electric,Flying,1.5,61.0,5.0
643,Reshiram,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon),100,120,100,90,150,120,680,,Vast White Pokémon,Dragon,Fire,3.2,330.0,5.0
644,Zekrom,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon),100,150,120,90,120,100,680,,Deep Black Pokémon,Dragon,Electric,2.9,345.0,5.0
645,Landorus,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),89,125,90,101,115,80,600,Incarnate Forme,Abundance Pokémon,Ground,Flying,1.5,68.0,5.0
645,Landorus,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),89,145,90,91,105,80,600,Therian Forme,Abundance Pokémon,Ground,Flying,1.5,68.0,5.0
646,Kyurem,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),125,130,90,95,130,90,660,,Boundary Pokémon,Dragon,Ice,3.0,325.0,5.0
646,Kyurem,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),125,120,90,95,170,100,700,White Kyurem,Boundary Pokémon,Dragon,Ice,3.0,325.0,5.0
646,Kyurem,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),125,170,100,95,120,90,700,Black Kyurem,Boundary Pokémon,Dragon,Ice,3.0,325.0,5.0
647,Keldeo,https://bulbapedia.bulbagarden.net/wiki/Keldeo_(Pok%C3%A9mon),91,72,90,108,129,90,580,,Colt Pokémon,Water,Fighting,1.4,48.5,5.0
648,Meloetta,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),100,77,77,90,128,128,600,Aria Forme,Melody Pokémon,Normal,Psychic,0.6,6.5,5.0
648,Meloetta,https://bulbapedia.bulbagarden.net/wiki/Meloetta_(Pok%C3%A9mon),100,128,90,128,77,77,600,Pirouette Forme,Melody Pokémon,Normal,Psychic,0.6,6.5,5.0
649,Genesect,https://bulbapedia.bulbagarden.net/wiki/Genesect_(Pok%C3%A9mon),71,120,95,99,120,95,600,,Paleozoic Pokémon,Bug,Steel,1.5,82.5,5.0
650,Chespin,https://bulbapedia.bulbagarden.net/wiki/Chespin_(Pok%C3%A9mon),56,61,65,38,48,45,313,,Spiny Nut Pokémon,Grass,,0.4,9.0,6.0
651,Quilladin,https://bulbapedia.bulbagarden.net/wiki/Quilladin_(Pok%C3%A9mon),61,78,95,57,56,58,405,,Spiny Armor Pokémon,Grass,,0.7,29.0,6.0
652,Chesnaught,https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon),88,107,122,64,74,75,530,,Spiny Armor Pokémon,Grass,Fighting,1.6,90.0,6.0
652,Chesnaught,https://bulbapedia.bulbagarden.net/wiki/Chesnaught_(Pok%C3%A9mon),88,137,172,44,74,115,630,Mega Chesnaught,Spiny Armor Pokémon,Grass,Fighting,1.6,90.0,6.0
653,Fennekin,https://bulbapedia.bulbagarden.net/wiki/Fennekin_(Pok%C3%A9mon),40,45,40,60,62,60,307,,Fox Pokémon,Fire,,0.4,9.4,6.0
654,Braixen,https://bulbapedia.bulbagarden.net/wiki/Braixen_(Pok%C3%A9mon),59,59,58,73,90,70,409,,Fox Pokémon,Fire,,1.0,14.5,6.0
655,Delphox,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),75,69,72,104,114,100,534,,Fox Pokémon,Fire,Psychic,1.5,39.0,6.0
655,Delphox,https://bulbapedia.bulbagarden.net/wiki/Delphox_(Pok%C3%A9mon),75,69,72,134,159,125,634,Mega Delphox,Fox Pokémon,Fire,Psychic,1.5,39.0,6.0
656,Froakie,https://bulbapedia.bulbagarden.net/wiki/Froakie_(Pok%C3%A9mon),41,56,40,71,62,44,314,,Bubble Frog Pokémon,Water,,0.3,7.0,6.0
657,Frogadier,https://bulbapedia.bulbagarden.net/wiki/Frogadier_(Pok%C3%A9mon),54,63,52,97,83,56,405,,Bubble Frog Pokémon,Water,,0.6,10.9,6.0
658,Greninja,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon),72,95,67,122,103,71,530,,Ninja Pokémon,Water,Dark,1.5,40.0,6.0
658,Greninja,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon),72,145,67,132,153,71,640,Ash-Greninja,Ninja Pokémon,Water,Dark,1.5,40.0,6.0
658,Greninja,https://bulbapedia.bulbagarden.net/wiki/Greninja_(Pok%C3%A9mon),72,125,77,142,133,81,630,Mega Greninja,Ninja Pokémon,Water,Dark,1.5,40.0,6.0
659,Bunnelby,https://bulbapedia.bulbagarden.net/wiki/Bunnelby_(Pok%C3%A9mon),38,36,38,57,32,36,237,,Digging Pokémon,Normal,,0.4,5.0,6.0
660,Diggersby,https://bulbapedia.bulbagarden.net/wiki/Diggersby_(Pok%C3%A9mon),85,56,77,78,50,77,423,,Digging Pokémon,Normal,Ground,1.0,42.4,6.0
661,Fletchling,https://bulbapedia.bulbagarden.net/wiki/Fletchling_(Pok%C3%A9mon),45,50,43,62,40,38,278,,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,6.0
662,Fletchinder,https://bulbapedia.bulbagarden.net/wiki/Fletchinder_(Pok%C3%A9mon),62,73,55,84,56,52,382,,Ember Pokémon,Fire,Flying,0.7,16.0,6.0
663,Talonflame,https://bulbapedia.bulbagarden.net/wiki/Talonflame_(Pok%C3%A9mon),78,81,71,126,74,69,499,,Scorching Pokémon,Fire,Flying,1.2,24.5,6.0
664,Scatterbug,https://bulbapedia.bulbagarden.net/wiki/Scatterbug_(Pok%C3%A9mon),38,35,40,35,27,25,200,,Scatterdust Pokémon,Bug,,0.3,2.5,6.0
665,Spewpa,https://bulbapedia.bulbagarden.net/wiki/Spewpa_(Pok%C3%A9mon),45,22,60,29,27,30,213,,Scatterdust Pokémon,Bug,,0.3,8.4,6.0
666,Vivillon,https://bulbapedia.bulbagarden.net/wiki/Vivillon_(Pok%C3%A9mon),80,52,50,89,90,50,411,,Scale Pokémon,Bug,Flying,1.2,17.0,6.0
667,Litleo,https://bulbapedia.bulbagarden.net/wiki/Litleo_(Pok%C3%A9mon),62,50,58,72,73,54,369,,Lion Cub Pokémon,Fire,Normal,0.6,13.5,6.0
668,Pyroar,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon),86,68,72,106,109,66,507,,Royal Pokémon,Fire,Normal,1.5,81.5,6.0
668,Pyroar,https://bulbapedia.bulbagarden.net/wiki/Pyroar_(Pok%C3%A9mon),86,88,92,126,129,86,607,Mega Pyroar,Royal Pokémon,Fire,Normal,1.5,81.5,6.0
669,Flabébé,https://bulbapedia.bulbagarden.net/wiki/Flab%C3%A9b%C3%A9_(Pok%C3%A9mon),44,38,39,42,61,79,303,,Single Bloom Pokémon,Fairy,,0.1,0.1,6.0
670,Floette,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),54,45,47,52,75,98,371,,Single Bloom Pokémon,Fairy,,0.2,0.9,6.0
670,Floette,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),74,65,67,92,125,128,551,Eternal Flower,Single Bloom Pokémon,Fairy,,0.2,0.9,6.0
670,Floette,https://bulbapedia.bulbagarden.net/wiki/Floette_(Pok%C3%A9mon),74,85,87,102,155,148,651,Mega Floette,Single Bloom Pokémon,Fairy,,0.2,0.9,6.0
671,Florges,https://bulbapedia.bulbagarden.net/wiki/Florges_(Pok%C3%A9mon),78,65,68,75,112,154,552,,Garden Pokémon,Fairy,,1.1,10.0,6.0
672,Skiddo,https://bulbapedia.bulbagarden.net/wiki/Skiddo_(Pok%C3%A9mon),66,65,48,52,62,57,350,,Mount Pokémon,Grass,,0.9,31.0,6.0
673,Gogoat,https://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon),123,100,62,68,97,81,531,,Mount Pokémon,Grass,,1.7,91.0,6.0
674,Pancham,https://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon),67,82,62,43,46,48,348,,Playful Pokémon,Fighting,,0.6,8.0,6.0
675,Pangoro,https://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon),95,124,78,58,69,71,495,,Daunting Pokémon,Fighting,Dark,2.1,136.0,6.0
676,Furfrou,https://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon),75,80,60,102,65,90,472,,Poodle Pokémon,Normal,,1.2,28.0,6.0
677,Espurr,https://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon),62,48,54,68,63,60,355,,Restraint Pokémon,Psychic,,0.3,3.5,6.0
678,Meowstic,https://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon),74,48,76,104,83,81,466,,Constraint Pokémon,Psychic,,0.6,8.5,6.0
679,Honedge,https://bulbapedia.bulbagarden.net/wiki/Honedge_(Pok%C3%A9mon),45,80,100,28,35,37,325,,Sword Pokémon,Steel,Ghost,0.8,2.0,6.0
680,Doublade,https://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon),59,110,150,35,45,49,448,,Sword Pokémon,Steel,Ghost,0.8,4.5,6.0
681,Aegislash,https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon),60,50,140,60,50,140,500,Shield Forme,Royal Sword Pokémon,Steel,Ghost,1.7,53.0,6.0
681,Aegislash,https://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon),60,140,50,60,140,50,500,Blade Forme,Royal Sword Pokémon,Steel,Ghost,1.7,53.0,6.0
682,Spritzee,https://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon),78,52,60,23,63,65,341,,Perfume Pokémon,Fairy,,0.2,0.5,6.0
683,Aromatisse,https://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon),101,72,72,29,99,89,462,,Fragrance Pokémon,Fairy,,0.8,15.5,6.0
684,Swirlix,https://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon),62,48,66,49,59,57,341,,Cotton Candy Pokémon,Fairy,,0.4,3.5,6.0
685,Slurpuff,https://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon),82,80,86,72,85,75,480,,Meringue Pokémon,Fairy,,0.8,5.0,6.0
686,Inkay,https://bulbapedia.bulbagarden.net/wiki/Inkay_(Pok%C3%A9mon),53,54,53,45,37,46,288,,Revolving Pokémon,Dark,Psychic,0.4,3.5,6.0
687,Malamar,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),86,92,88,73,68,75,482,,Overturning Pokémon,Dark,Psychic,1.5,47.0,6.0
687,Malamar,https://bulbapedia.bulbagarden.net/wiki/Malamar_(Pok%C3%A9mon),86,102,88,88,98,120,582,Mega Malamar,Overturning Pokémon,Dark,Psychic,1.5,47.0,6.0
688,Binacle,https://bulbapedia.bulbagarden.net/wiki/Binacle_(Pok%C3%A9mon),42,52,67,50,39,56,306,,Two-Handed Pokémon,Rock,Water,0.5,31.0,6.0
689,Barbaracle,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),72,105,115,68,54,86,500,,Collective Pokémon,Rock,Water,1.3,96.0,6.0
689,Barbaracle,https://bulbapedia.bulbagarden.net/wiki/Barbaracle_(Pok%C3%A9mon),72,140,130,88,64,106,600,Mega Barbaracle,Collective Pokémon,Rock,Water,1.3,96.0,6.0
690,Skrelp,https://bulbapedia.bulbagarden.net/wiki/Skrelp_(Pok%C3%A9mon),50,60,60,30,60,60,320,,Mock Kelp Pokémon,Poison,Water,0.5,7.3,6.0
691,Dragalge,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),65,75,90,44,97,123,494,,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,6.0
691,Dragalge,https://bulbapedia.bulbagarden.net/wiki/Dragalge_(Pok%C3%A9mon),65,85,105,44,132,163,594,Mega Dragalge,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,6.0
692,Clauncher,https://bulbapedia.bulbagarden.net/wiki/Clauncher_(Pok%C3%A9mon),50,53,62,44,58,63,330,,Water Gun Pokémon,Water,,0.5,8.3,6.0
693,Clawitzer,https://bulbapedia.bulbagarden.net/wiki/Clawitzer_(Pok%C3%A9mon),71,73,88,59,120,89,500,,Howitzer Pokémon,Water,,1.3,35.3,6.0
694,Helioptile,https://bulbapedia.bulbagarden.net/wiki/Helioptile_(Pok%C3%A9mon),44,38,33,70,61,43,289,,Generator Pokémon,Electric,Normal,0.5,6.0,6.0
695,Heliolisk,https://bulbapedia.bulbagarden.net/wiki/Heliolisk_(Pok%C3%A9mon),62,55,52,109,109,94,481,,Generator Pokémon,Electric,Normal,1.0,21.0,6.0
696,Tyrunt,https://bulbapedia.bulbagarden.net/wiki/Tyrunt_(Pok%C3%A9mon),58,89,77,48,45,45,362,,Royal Heir Pokémon,Rock,Dragon,0.8,26.0,6.0
697,Tyrantrum,https://bulbapedia.bulbagarden.net/wiki/Tyrantrum_(Pok%C3%A9mon),82,121,119,71,69,59,521,,Despot Pokémon,Rock,Dragon,2.5,270.0,6.0
698,Amaura,https://bulbapedia.bulbagarden.net/wiki/Amaura_(Pok%C3%A9mon),77,59,50,46,67,63,362,,Tundra Pokémon,Rock,Ice,1.3,25.2,6.0
699,Aurorus,https://bulbapedia.bulbagarden.net/wiki/Aurorus_(Pok%C3%A9mon),123,77,72,58,99,92,521,,Tundra Pokémon,Rock,Ice,2.7,225.0,6.0
700,Sylveon,https://bulbapedia.bulbagarden.net/wiki/Sylveon_(Pok%C3%A9mon),95,65,65,60,110,130,525,,Intertwining Pokémon,Fairy,,1.0,23.5,6.0
701,Hawlucha,https://bulbapedia.bulbagarden.net/wiki/Hawlucha_(Pok%C3%A9mon),78,92,75,118,74,63,500,,Wrestling Pokémon,Fighting,Flying,0.8,21.5,6.0
701,Hawlucha,https://bulbapedia.bulbagarden.net/wiki/Hawlucha_(Pok%C3%A9mon),78,137,100,118,74,93,600,Mega Hawlucha,Wrestling Pokémon,Fighting,Flying,0.8,21.5,6.0
702,Dedenne,https://bulbapedia.bulbagarden.net/wiki/Dedenne_(Pok%C3%A9mon),67,58,57,101,81,67,431,,Antenna Pokémon,Electric,Fairy,0.2,2.2,6.0
703,Carbink,https://bulbapedia.bulbagarden.net/wiki/Carbink_(Pok%C3%A9mon),50,50,150,50,50,150,500,,Jewel Pokémon,Rock,Fairy,0.3,5.7,6.0
704,Goomy,https://bulbapedia.bulbagarden.net/wiki/Goomy_(Pok%C3%A9mon),45,50,35,40,55,75,300,,Soft Tissue Pokémon,Dragon,,0.3,2.8,6.0
705,Sliggoo,https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon),68,75,53,60,83,113,452,,Soft Tissue Pokémon,Dragon,,0.8,17.5,6.0
705,Sliggoo,https://bulbapedia.bulbagarden.net/wiki/Sliggoo_(Pok%C3%A9mon),58,75,83,40,83,113,452,Hisuian Sliggoo,Soft Tissue Pokémon,Dragon,,0.8,17.5,6.0
706,Goodra,https://bulbapedia.bulbagarden.net/wiki/Goodra_(Pok%C3%A9mon),90,100,70,80,110,150,600,,Dragon Pokémon,Dragon,,2.0,150.5,6.0
706,Goodra,https://bulbapedia.bulbagarden.net/wiki/Goodra_(Pok%C3%A9mon),80,100,100,60,110,150,600,Hisuian Goodra,Dragon Pokémon,Dragon,,2.0,150.5,6.0
707,Klefki,https://bulbapedia.bulbagarden.net/wiki/Klefki_(Pok%C3%A9mon),57,80,91,75,80,87,470,,Key Ring Pokémon,Steel,Fairy,0.2,3.0,6.0
708,Phantump,https://bulbapedia.bulbagarden.net/wiki/Phantump_(Pok%C3%A9mon),43,70,48,38,50,60,309,,Stump Pokémon,Ghost,Grass,0.4,7.0,6.0
709,Trevenant,https://bulbapedia.bulbagarden.net/wiki/Trevenant_(Pok%C3%A9mon),85,110,76,56,65,82,474,,Elder Tree Pokémon,Ghost,Grass,1.5,71.0,6.0
710,Pumpkaboo,https://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon),44,66,70,56,44,55,335,Small Size,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,6.0
710,Pumpkaboo,https://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon),49,66,70,51,44,55,335,Average Size,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,6.0
710,Pumpkaboo,https://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon),54,66,70,46,44,55,335,Large Size,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,6.0
710,Pumpkaboo,https://bulbapedia.bulbagarden.net/wiki/Pumpkaboo_(Pok%C3%A9mon),59,66,70,41,44,55,335,Super Size,Pumpkin Pokémon,Ghost,Grass,0.3,3.5,6.0
711,Gourgeist,https://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon),55,85,122,99,58,75,494,Small Size,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,6.0
711,Gourgeist,https://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon),65,90,122,84,58,75,494,Average Size,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,6.0
711,Gourgeist,https://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon),75,95,122,69,58,75,494,Large Size,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,6.0
711,Gourgeist,https://bulbapedia.bulbagarden.net/wiki/Gourgeist_(Pok%C3%A9mon),85,100,122,54,58,75,494,Super Size,Pumpkin Pokémon,Ghost,Grass,0.7,9.5,6.0
712,Bergmite,https://bulbapedia.bulbagarden.net/wiki/Bergmite_(Pok%C3%A9mon),55,69,85,28,32,35,304,,Ice Chunk Pokémon,Ice,,1.0,99.5,6.0
713,Avalugg,https://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon),95,117,184,28,44,46,514,,Iceberg Pokémon,Ice,,2.0,505.0,6.0
713,Avalugg,https://bulbapedia.bulbagarden.net/wiki/Avalugg_(Pok%C3%A9mon),95,127,184,38,34,36,514,Hisuian Avalugg,Iceberg Pokémon,Ice,,2.0,505.0,6.0
714,Noibat,https://bulbapedia.bulbagarden.net/wiki/Noibat_(Pok%C3%A9mon),40,30,35,55,45,40,245,,Sound Wave Pokémon,Flying,Dragon,0.5,8.0,6.0
715,Noivern,https://bulbapedia.bulbagarden.net/wiki/Noivern_(Pok%C3%A9mon),85,70,80,123,97,80,535,,Sound Wave Pokémon,Flying,Dragon,1.5,85.0,6.0
716,Xerneas,https://bulbapedia.bulbagarden.net/wiki/Xerneas_(Pok%C3%A9mon),126,131,95,99,131,98,680,,Life Pokémon,Fairy,,3.0,215.0,6.0
717,Yveltal,https://bulbapedia.bulbagarden.net/wiki/Yveltal_(Pok%C3%A9mon),126,131,95,99,131,98,680,,Destruction Pokémon,Dark,Flying,5.8,203.0,6.0
718,Zygarde,https://bulbapedia.bulbagarden.net/wiki/Zygarde_(Pok%C3%A9mon),108,100,121,95,81,95,600,50% Forme,Order Pokémon,Dragon,Ground,5.0,305.0,6.0
